text,sentiment,source,dataset,datasource
shard darkness could amazing stealth game thanks witty cynical main character wonderful level design myriad skill perk unfortunately experience partially ruined sub par ai flaw control system,1,original,metacritic_critic,slow
make good use star considerable talent comedic chemistry degree succeeds whole outside sheer entertainment value debatable,1,original,rotten-tomatoes_critics,slow
eccentric character michael pitt sort neo grunge man psychopathic trait make scene two hour sufficiently attractive inspired help u get end full review spanish,1,original,rotten-tomatoes_critics,slow
may big brawling somewhat inelegant approach gerard butler vehicle aviation fuel powered good time,1,original,rotten-tomatoes_critics,slow
innovative mix various rpg sub genre result intriguing incredibly fun overall package however given original came recently rather confusing barely enhanced version even exists,1,original,metacritic_critic,slow
ok not body heat kept motor running,2,original,rotten-tomatoes_critics,slow
dissidia final fantasy nt finally brings square enix handheld franchise big screen result pretty fantastic love chaotic high energy combat scenario unfortunately game challenging get hang due range factor including class difference control not much prefer gaming session solo still player click third dissidia chapter heck experience,0,original,metacritic_critic,slow
despite convoluted plot occasional pacing issue brave new world delivers thrilling aerial battle hand hand combat strong performance enough spectacle entertain superhero fan,1,original,rotten-tomatoes_critics,slow
technically sound gameplay way easy unimaginative may,0,original,metacritic_critic,slow
new addition may imbalanced wanted u respect also created sandbox greater possibility accessibility,2,original,metacritic_critic,slow
actor speak actually see gear turning actor try figure saying,0,original,rotten-tomatoes_critics,slow
avenger bad news bear superhero squad epic adventure responsibility absolute joy watch,2,original,rotten-tomatoes_critics,slow
although never great aim low help think reaction return arkham would better game simply locked frame rate version original running unreal engine,0,original,metacritic_critic,slow
let get one thing way sam wilson correct character take mantle captain america whatever issue captain america brave new world not sam wilson actor anthony mackie fault,1,original,rotten-tomatoes_critics,slow
hard reconcile great game doom vfr clumsy move control hardly player friendly,1,original,metacritic_critic,slow
past decade seen genre jump shoot blow stuff real good game like resident evil uncharted among thief dead space redefined well balanced hour experience could delivering compelling narrative tight gameplay outstanding world building rise tomb raider best even classic character resonates like no even took nearly twenty year happen adventure worth replaying hero unforgettable,2,original,metacritic_critic,slow
silly sophomoric romp pack meta gag dozen scream sequel,2,original,rotten-tomatoes_critics,slow
dark soul iii like greatest hit collection soul series exciting combat detailed surroundings active multiplayer combine make addicting adventure suffers odd technical glitch may,2,original,metacritic_critic,slow
film peppered interesting true life detail overwhelmed frantic comedic sequence,0,original,rotten-tomatoes_critics,slow
legend korra judging low budget game quite satisfactory fan beat em tv series not recommend younger audience due highly demanding combat system,0,original,metacritic_critic,slow
overall captain america brave new world mid level entry mcu address several plot hole previous film present reserved cautious narrative,1,original,rotten-tomatoes_critics,slow
say first impression matter case shadow warrior first impression terrific last almost end credit p,1,original,metacritic_critic,slow
rebel moon not complete disaster snyder diehard no doubt forgive glaring issue tend dismiss work style substance going feel validated watching pretty mess movie,0,original,rotten-tomatoes_critics,slow
thankfully even ford able rescue considerable charisma,1,original,rotten-tomatoes_critics,slow
gleefully self aware date night cocktail derives much enjoyment giddy embrace numerous genre trope put simply director josh ruben know delivers assignment,1,original,rotten-tomatoes_critics,slow
elex highly underexposed experience huge amount bug without characterizing element could elevate game competition,0,original,metacritic_critic,slow
oneshot likely screaming approval revolutionary game almost certainly surprise though achieves similarly disquieting tone meta approach puzzle solving self aware narrative validate oneshot distinctive sympathetic adventure consistently match tone though not wholly original still quite novel mechanic,2,original,metacritic_critic,slow
thanks feeble script bland direction god impenetrable accent no one emerges fiasco much dignity,0,original,rotten-tomatoes_critics,slow
rad rodgers struggle find difficulty sweet spot spending far much time either easy frustratingly hard inconsistent pacing mean neither looking fun romp nor hard nail platformer leave satisfied gameplay core decent design stage provides enjoyable variety challenge crass outdated humour radically varying difficulty mean rad rodgers fall way short excellent adventure,0,original,metacritic_critic,slow
playing remastered homeworlds trip memory lane carried original fantastic story series restored point feel play like brand new game,2,original,metacritic_critic,slow
terrarium one best sandbox game terrarium minecraft spirit however focus game fighting crafting involves action best way enjoy terrarium play couple friend server,2,original,metacritic_critic,slow
moana tout power human non human connection film certainly connect target audience trust viewer enough feel,1,original,rotten-tomatoes_critics,slow
far role playing game go destiny spirit may come across sticking essential however gps social feature nice touch not one would preferred see d pokémon title rather free play vita title,0,original,metacritic_critic,slow
spectacular graphical standpoint interesting story gameplay no limit end game superb best pokémon ever no pokémon game best balanced expert new gamers game created not frustate anybody game created celebrate year paradox change everything change anything,2,original,metacritic_critic,slow
quotation forthcoming,1,original,metacritic_critic,slow
simple yet endearing game botanicula living creature want hold arm pet around neck cutie wee bit smarter,1,original,metacritic_critic,slow
part want applaud movie go broke styling rest thinking could calmed bit,0,original,rotten-tomatoes_critics,slow
triumph mechanic delivery hitman turn controversial episodic release model true strength suited io vast nuanced sandbox,2,original,metacritic_critic,slow
mighty no masterpiece old school gameplay mechanic one need look spiritual successor mega man instead outright sequel,1,original,metacritic_critic,slow
professor layton azran legacy made accomplished story huge number new puzzle make episode safe bet fan therefore dearth new feature final episode satisfy newcomer old fan,1,original,metacritic_critic,slow
onrush nothing short remarkable fast paced innovative functionality never buckle pressure constant action packed personality unlike racer available manages effortlessly stand result gameplay system feed one another exceptionally well ultimately producing robust distinct experience come jam packed heap replay value,2,original,metacritic_critic,slow
ultimate game nerd jock fuse together assume final form,0,original,metacritic_critic,slow
phoenix wright ace attorney trilogy complete utter masterpiece not playing considered criminal offense gaming community,2,original,metacritic_critic,slow
excellent game little bit uglier yet portable,2,original,metacritic_critic,slow
risen bigger bolder interesting first one clunky combat make no favour overall lack single cohesive huge landmass like first one undermines exploration component make world less interesting still fairly unique rpg plenty freedom great character good sense humour good alternative fan piranha looking something different,1,original,metacritic_critic,slow
newly added depth not offensive attack also defensive option allows battle feel fresh rewarding,2,original,metacritic_critic,slow
matter family dlc would appeal batgirl fan arkham lover around even short experience minute complete worse without new gameplay element surprise hope dlc come improves,0,original,metacritic_critic,slow
although praiseworthy element barry jenkins venture series child almost certainly lap enthusiasm reserved favorite franchise installment stench lucre permeates project,1,original,rotten-tomatoes_critics,slow
rebel moon zack snyder positively bursting exciting idea lack compelling character solid plot hold,0,original,rotten-tomatoes_critics,slow
easy see new franchise ryse one could potentially rival god war maintains momentum latter half campaign however gameplay rote uninspired merely hint robust rewarding experience fails deliver ultimately make hour passing entertainment certainly not one history book,0,original,metacritic_critic,slow
mangold tribute bob dylan sincere effort despite near hour running time steeped convention light touch tried tested formula confidence chalamet performance brings vision home,1,original,rotten-tomatoes_critics,slow
guardian good game campaign strong adding item make independent experience multiplayer stand tall along side best series history time tell ultimately rank among,2,original,metacritic_critic,slow
stylish fluid charismatic brawler little wobbly esoteric good nov p,1,original,metacritic_critic,slow
lego jurassic world hit right note nostalgia scale providing gamers faithful recreation four movie series really fun experience really nothing brick breaking time around,1,original,metacritic_critic,slow
point inmomentum really worth asking price limited nostalgia tinged take platform racing get entertainment wheel turning repetitive game mode time awkward mechanic prevent ever getting speed,0,original,metacritic_critic,slow
like culture find interactive tribute game though work although anything outstanding,0,original,metacritic_critic,slow
chaotic time film might kind thing segment polarized u population railing yet may give side reason hope brought hope hope see anthony mackie back,1,original,rotten-tomatoes_critics,slow
sew tably adorable yoshi delightful platforming make charmingly inventive addition line,1,original,metacritic_critic,slow
evolution work work beautifully precisely game wanted wish free mode unlocked start take much get open future update promised free dlc mean digging game month come couple ridiculous price online original operation genesis stick updated jurassic park builder,0,original,metacritic_critic,slow
delicious delerious nightmare watch detail persuasive no shelf scene unexpected climax feel organic earned,2,original,rotten-tomatoes_critics,slow
regardless want soccer game fifa continues deliver incredible around experience,2,original,metacritic_critic,slow
transformer rise beast bland,0,original,rotten-tomatoes_critics,slow
art installation robert zemeckis might worked movie noble failure,0,original,rotten-tomatoes_critics,slow
honor peer peer networking woe great injustice core truly unique game provides u competitive multiplayer experience no game claim offer,1,original,metacritic_critic,slow
repetitive title somehow manages make dinos seem dull may p,0,original,metacritic_critic,slow
devoid subtext complex character leaving nothing viewer uncover substance much offer set aside potency arch imagery presentation,0,original,rotten-tomatoes_critics,slow
main character slowly revealed backstory minimal dialogue kept connecting feeling invested film story take unexpected turn piqued interest enough make worthwhile watch,0,original,rotten-tomatoes_critics,slow
every time open play new leaf know almost certain experience something new surprising many game say,2,original,metacritic_critic,slow
good enough easily worth price fan heist game yet still good enough people like get discount steam less point look interesting get character alone worth money,1,original,metacritic_critic,slow
tormentum dark sorrow light darkness way around hard pressed find game stunningly dark think deal incredibly dark theme art style well rewarded intriguing story set surreal word even h r giger would proud call,2,original,metacritic_critic,slow
challenging strange yumi odd odyssey seems doomed obscurity thanks aesthetic quiet release onto eshop deserves notice though first u release long running cult series japan importantly load challenging fun,1,original,metacritic_critic,slow
inventive seemed bb mini game unfortunately let clunky movement irresponsive control,1,original,metacritic_critic,slow
thrilling action sequence medieval spain provide glimpse less convoluted version could played whenever get lost action kurzel yank u back present day hogwash,0,original,rotten-tomatoes_critics,slow
feel less like movie like mandate executed adapt popular thing,0,original,rotten-tomatoes_critics,slow
oz perkins masterfully crafted sense dread excellent performance maika monroe already established longlegs instant classic despite shortcoming plot,2,original,rotten-tomatoes_critics,slow
surprising mafia iii emerge aaa game best story lincoln clay revenge tale wonderful documentary style presentation engrossing beginning end host unique character make new bordeaux feel unlike anywhere else video game hard pressed find game present shameful time nation history elegant way though realism come nose shocking,1,original,metacritic_critic,slow
quan return iffy passable action comedy,1,original,rotten-tomatoes_critics,slow
pc gamers accustomed feast content polish likely feel short changed subscription fee initial day rush,0,original,metacritic_critic,slow
play first game may little confused term story incredibly fun game,1,original,metacritic_critic,slow
franchise essence still responsible lot top explosive action love hate series enormous hardware requirement apex engine make tough cookie chew even console,1,original,metacritic_critic,slow
stripped battle system low production value huge impact overall quality stoic game game unique charm not earn place next best tactic game whether indie kickstarter project not,0,original,metacritic_critic,slow
victor vran ok dungeon crawler nothing majorly wrong motorhead add show u glimpse personality main game lack limited customization hold back anything average one main draw type game loot loot change much not lot reason keep going whilst fighting satisfying co op online offline mode kept game interesting socially longevity unlike witcher still finish thanks constant reminder victor,0,original,metacritic_critic,slow
fall short excellent first chapter planned trilogy even neatly wrap story leaf enough question unanswered raise new one create anticipation follow,1,original,metacritic_critic,slow
deserves wholeheartedly list nominee later year play shovel knight damn delight,2,original,metacritic_critic,slow
super time ultra force good platformer game,1,original,metacritic_critic,slow
world phoning home based gorgeously designed organism come across new different glow shine together incredibly beautiful,0,original,metacritic_critic,slow
better man becomes compelling unfolds,2,original,rotten-tomatoes_critics,slow
silly fun tom hardy play infected eddie like cross fifty era marlon brando ninety era al pacino mugging camera jerry lewis making unlike superhero lead ever seen oddly mesmerizing,1,original,rotten-tomatoes_critics,slow
go far say killer instinct favourite launch title xbox one little content could seriously killer app system might half game far excellent half,0,original,metacritic_critic,slow
sadly still need stick landing reptile good job drawing u mystery rush ending feel like crime,0,original,rotten-tomatoes_critics,slow
one day satisfies like high five landed three whiff rewarding win account stumble took get,2,original,rotten-tomatoes_critics,slow
rockstar not new version grand theft auto v much prettier original version also offer new convincing first person mode truly unmissable,2,original,metacritic_critic,slow
hardline enjoyable battlefield spin easy recommend hardcore battlefield set many flaw transcend franchise,1,original,metacritic_critic,slow
death squared great example nintendo switch bring player together hand friend joy con watch hilarity ensue good fun single player experience better friend death squared mix challenge humour way make reminiscent portal reason enough give game look know,2,original,metacritic_critic,slow
way game infuses roguelike element deliberate linear design brilliant creating sense consistent forward momentum rarely see peer experience mostly relies rng good run always driver seat building character navigating interconnected world moment moment gameplay pure gold way overarching game remains compelling many hour greatest feat,2,original,metacritic_critic,slow
yes playable dribbling look decent looking next generation basketball not,0,original,metacritic_critic,slow
watching fourth installment grown one way another bridget jones single mother responsibility film understands full review spanish,1,original,rotten-tomatoes_critics,slow
diablo may first pc definitely better console,2,original,metacritic_critic,slow
batman telltale game series realm shadow nice setup not strong telltale work manages honor legacy series throw curveballs keep thing interesting thank god no joker yet,0,original,metacritic_critic,slow
like roleplaying game focus decision consequence well moral dilemma simply fan adventure like planescape torment find drawn world tyranny,2,original,metacritic_critic,slow
monotonous gameplay poor level design spidey not quite thing true spidey fan really skip game wait better one feature favourite hero,0,original,metacritic_critic,slow
joker folie à deux film take bold creative risk may not hit every mark solid performance daring direction make compelling watch,1,original,rotten-tomatoes_critics,slow
love williams not ignorant accomplishment entirely better man still provide minute engaging cinematic entertainment,1,original,rotten-tomatoes_critics,slow
many hoped would christopher nolan space odyssey instead exposition odyssey,0,original,rotten-tomatoes_critics,slow
astoundingly awful,0,original,rotten-tomatoes_critics,slow
amazing action rpg fantastic original dungeon design addictive co op rewarding addictive game,2,original,metacritic_critic,slow
lot idea churning around intriguing scattershot picture veers surreal macabre quest explore theme identity authenticity nature beauty,1,original,rotten-tomatoes_critics,slow
fine film utilizes vulnerability strong effect backed excellent performance rush lithgow somewhat undone set quite ring true,1,original,rotten-tomatoes_critics,slow
outlast switch great way tackle one scariest horror game played recent memory port excellent marred inconsistency seen game horror fan definitely check one,1,original,metacritic_critic,slow
stunning previous two film brutalist may well corbet masterpiece moving uncomfortable achingly beautiful film deserves remembered long award handed,2,original,rotten-tomatoes_critics,slow
dumb fantasy movie adapted stephen king derivative novel series,0,original,rotten-tomatoes_critics,slow
new nba arcade game always something get excited many u fond memory dropping coin arcade cabinet back day game capture raw sense fun modernising archaic element would instantly become one entertaining game year sure developer went nba playground noble intention game not nba remembered game one young would never considered worth allowance,0,original,metacritic_critic,slow
name shyamalan usually mean twist around bend shine novel ending feel tacked revelation fly fast furious fascinating concept flawed execution impressive debut ishana,1,original,rotten-tomatoes_critics,slow
dribbling year current gen instalment always felt little jittery though constantly teetering edge control dribbling next gen much better move ball around tight space greater confidence even completing neat little one two close quarter might previously lost possession,1,original,metacritic_critic,slow
honor great idea dumpered wrong choice love combat visuals fun game like chaotic v battle nature metagame faction war shallow,1,original,metacritic_critic,slow
solid oldschool point n click game visuals poor even older dirt day tentacle kick da new guy butt may p,0,original,metacritic_critic,slow
towering achievement despite flaw,2,original,rotten-tomatoes_critics,slow
tetsuya takahashi team monolith soft put lot passion care xenoblade chronicle monster game done phenomenal job porting new nintendo platform,2,original,metacritic_critic,slow
arm unique fresh take fighting genre simple learn tough master not going everyone fun see nintendo try something new seems bit steep,1,original,metacritic_critic,slow
gratifying fighting game anyone intimidated street fighter grueling technicality july p,2,original,metacritic_critic,slow
part reason superhero genre managed elevate give u character root care venom none,0,original,rotten-tomatoes_critics,slow
last tale borderland episode exactly last episode answer question asked since first episode offer memorable moment entire series short great ending make laugh touch heart laugh less touching,1,original,metacritic_critic,slow
secret world breeze fresh air within mmo landscape mainly deep story puzzle keep playing farther go game boring get let hope funcom make game interesting near future lower high monthly price pay secret world,1,original,metacritic_critic,slow
fault found time title minor comparison leap bound game made towards taking mmorpgs new place arenanet set make game wanted play along way created one best title year genre indeed one best mmorpgs ever made,2,original,metacritic_critic,slow
mostly unchanged mega man x game played yet owe catch gem legacy collection best occasion get p,2,original,metacritic_critic,slow
tekken tag tournament wii u edition great fighting game version great others nice extra good enough grant fun laughter looking good fighting game new nintendo console best choice,2,original,metacritic_critic,slow
king art thq nordic breathed life black mirror definitely lacking mystery suspense still puzzle diverse challenging house taken excellent visual redesign exploring investigation intriguing endeavor ghostly moment provide fascinating highlight puzzle solving plot advancement enough story chock full interesting character passionate voicing make story much interesting throughout game certainly wish animation little better gameplay cutscenes time hurt mood game trying build crack show said everything proper working motion black mirror suspenseful horror adventure tickle brain puzzle exploration quicken pulse dark story,1,original,metacritic_critic,slow
remember eddie murphy used hilarious,0,original,rotten-tomatoes_critics,slow
patience best remedy scorpion still enjoys getting people skin word everything even pc mortal kombat still kick as fighting game issue,1,original,metacritic_critic,slow
arguably great detective finest hour testament sherlock holmes make thoroughly enjoyable adventure murkier side sherlock psyche,2,original,metacritic_critic,slow
hardy rapace provide solid emotional anchor couple brought together fear tightened survival instinct,1,original,rotten-tomatoes_critics,slow
simple clever packed great balance progression challenge boxboy true new gem eshop,2,original,metacritic_critic,slow
gameplay neat flow battle battle rather solid problem drag experience harshly story take leave warrior orochi welcoming newcomer general fan orochi game need go guess nintendo switch way go however every instance would version game would recommend,0,original,metacritic_critic,slow
shadow mordor take lot game offer enough originality make worth even interested fan jackson movie monolith game based first foremost particular license game mix slasher stealth element well present juicy brutal piece middle earth story prof neglecting universe good thing,2,original,metacritic_critic,slow
adaptation hoover bittersweet tale get lot thing right,1,original,rotten-tomatoes_critics,slow
rare replay collection old game one revered developer world digital museum stand testament wonderful wondrous video game continue,2,original,metacritic_critic,slow
puzzle lover much better pushmo world,2,original,metacritic_critic,slow
fascinating watch soderbergh continue stretch creatively prove worth inventive innovative mode filmmaking question whether script good,1,original,rotten-tomatoes_critics,slow
original daring,2,original,rotten-tomatoes_critics,slow
episode moving,2,original,rotten-tomatoes_critics,slow
despite long time coming north american fan real value getting two gameplay experience price one enough keep one average experience,0,original,metacritic_critic,slow
game great game year ago mechanic two year ago second game proper due not arrived filler quality filler filler nonetheless,0,original,metacritic_critic,slow
addictive gameplay strange trippy visuals make unique short short survival mode not much added content even enthusiastic player,0,original,metacritic_critic,slow
found war rohirrim feel like spiritual sequel ralph bakshi version lord ring jackson academy award winning live action trilogy,2,original,rotten-tomatoes_critics,slow
worst need speed game modern era leaf no stone unturned attempt make boring repetitive exploitative possible,0,original,metacritic_critic,slow
reptile score performance mood little else,0,original,rotten-tomatoes_critics,slow
hitman life legacy original game redeems series low hitman absolution taking series new height,2,original,metacritic_critic,slow
intergalactic disappointment expected something foray vast sidereal space full review spanish,0,original,rotten-tomatoes_critics,slow
joker folie à deux derivative less sophisticated rehash previous film unnecessary musical dash comic book spice still leaf film flavorless,0,original,rotten-tomatoes_critics,slow
irony fact film ostensibly redemption no redeeming value,0,original,rotten-tomatoes_critics,slow
robert zemeckis fails recapture magic created hank wright forrest gump interesting premise fails flat delivery,0,original,rotten-tomatoes_critics,slow
anya taylor joy mile teller amazing chemistry completely sync romance sci fi thriller scott derrickson,2,original,rotten-tomatoes_critics,slow
returning fabula nova crystallis mythology feel awesome mature story ton mission replayability awaits u sadly current gen console best way experience ambitious title,1,original,metacritic_critic,slow
wear well even realize,0,original,rotten-tomatoes_critics,slow
year critic choice best picture winner major oscar contender may similar concept pretty woman one helluva difference,2,original,rotten-tomatoes_critics,slow
say ancillary mode not included nioh baseline gotten game almost anything released year,2,original,metacritic_critic,slow
hugh jackman prof worthy title greatest showman misstep dazzling display well worth time,2,original,rotten-tomatoes_critics,slow
police gritty uncompromising narrative dark depth obsession drive man demon fiercely addictive tale one man final bid redemption city spiraling control summer surprise indie breakout hit,2,original,metacritic_critic,slow
hugh jackman asked merely coast splashy shallow picture might well called american idle,0,original,rotten-tomatoes_critics,slow
something missing hollywoodization like ray blasted typical pilkey lumbering robot leveled idiosyncrasy overstuffed narrative newcomer may stunned not good way,0,original,rotten-tomatoes_critics,slow
lichtspeer take simple premise lobbing thing people head make decent game crushingly difficult enjoyment particularly art style overall presentation humour miss hit decapitating viking penguin gaming moment wont forget hurry,0,original,metacritic_critic,slow
last light setting presentation strong point though last third hour campaign weaker everything came,1,original,metacritic_critic,slow
maker made moana visual spectacle failed add depth emotion character marred unidimensional predictable storyline,0,original,rotten-tomatoes_critics,slow
de armas behaves saucy cologne commercial affleck appears necked hundredweight percocet camera rolled,0,original,rotten-tomatoes_critics,slow
god war definitely good aspect lack certain depth make interesting enough turn great game meaningful armor weapon upgrade system allows increase power level make fight easier many skill unlock throughout journey feel absolutely useless,2,original,metacritic_critic,slow
avenger may best comic book film ever made,2,original,rotten-tomatoes_critics,slow
phoenix wright ace attorney spirit justice probably effective game whole series provides engaging story answer question trial tribulation despite flaw remarkable purchase,1,original,metacritic_critic,slow
oddworld abe oddysee new n tasty great example resurrect old game great thing original coexist tweak improvement make game look feel modern little upset high difficulty level weak co op mode could improve next installment right really good game,2,original,metacritic_critic,slow
entire film felt darkness going reach consume,2,original,rotten-tomatoes_critics,slow
said done operation abyss bad game certainly live high standard set demon gaze,0,original,metacritic_critic,slow
dungeon dragon honor among thief crowd pleasing infinitely enjoyable super fun movie never feel distant heavy inaccessible chris pine provides much needed wink charm michelle rodriguez kick much as one,2,original,rotten-tomatoes_critics,slow
pointedly non slavic cast child feature impressive roster actor delivering muddled russian accent leaving u wonder espinosa today native russian talent,0,original,rotten-tomatoes_critics,slow
film flat conventional structure lessens impact vital message,0,original,rotten-tomatoes_critics,slow
connecting dot think added detail make much sense end,2,original,rotten-tomatoes_critics,slow
looking name developer person charge soundtrack game exist archive draw inspiration hard not disappointed good game nothing combat system frantic well done bland level design repetitiveness drag final result,0,original,metacritic_critic,slow
gameplay linear basic plot art design marvelous project,1,original,metacritic_critic,slow
longlegs unsolved serial killer case hugely unnerving thing land never seen anything quite like longlegs also continues highlight maika monroe one best horror headliner,2,original,rotten-tomatoes_critics,slow
messy repetitive interface apr p,0,original,metacritic_critic,slow
skylanders imaginators double everything make series addictive appealing slate new toy frankly ridiculous amount collectible part titular custom character,1,original,metacritic_critic,slow
gorge second hour like fusion element cobbled together various zombie movie grafted onto exoskeleton alien feel derivative right unremarkable ending,1,original,rotten-tomatoes_critics,slow
ultimately pro cycling manager feel like missed opportunity cyanide,0,original,metacritic_critic,slow
not much virtual pet nintendogs cat least cute effect sometimes quite impressive,0,original,metacritic_critic,slow
feeling comfort film many film geek year come like indiana jones star war movie,2,original,rotten-tomatoes_critics,slow
expressed not horror guy gore ooze needle difficult general treatment woman medium discardable telling top level performance moore qualley get right laudable point kubrick ian,2,original,rotten-tomatoes_critics,slow
writer director coralie fargeat salute exceeds david cronenberg body horror gross out transformative second feature,2,original,rotten-tomatoes_critics,slow
never completely charmed yet utterly frustrated game time issue january february p,0,original,metacritic_critic,slow
call duty fan good time hack aside call duty fan much reason come back playing cod wwii like eating great salmon filet fish great time not go find burger something,1,original,metacritic_critic,slow
circuitous plotting hampered unlikely coincidence mount tangled finale singer initially promising pulp noir character piece buckled loftier pretension,1,original,rotten-tomatoes_critics,slow
not great fact many element even classify good massive game destroying deficiency either,0,original,metacritic_critic,slow
project car exquisite racing simulator make learning game almost much fun winning race demand perfection refuse ease still manages friendly enough newcomer,2,original,metacritic_critic,slow
rebel moon part one entertaining sci fi film great visuals worldbuilding sadly feel dragged insistence creating pg version,1,original,rotten-tomatoes_critics,slow
frozen synapse prime marries classic turn based action thoughtful design like turn preview asynchronous multiplayer graphic bland design frustration wear experience satisfying strategy romp made better friend,0,original,metacritic_critic,slow
three fourth home excellent experimentation narrative story delivers strong emotion meaning interaction brilliant superfluous,1,original,metacritic_critic,slow
dreadful,0,original,metacritic_critic,slow
character feel unnervingly complex adding realistic texture scene battle power develops stefan dave,1,original,rotten-tomatoes_critics,slow
wonderful chaos open world choice tackle occasionally stifled bad bos fight worse bos speech,1,original,metacritic_critic,slow
one good idea racer scoring system spoiled thuddingly dull cop campaign dumb design decision march p,0,original,metacritic_critic,slow
historian agree barnum one said sucker born every minute hard escape feeling sold poptimist bill good,0,original,rotten-tomatoes_critics,slow
dark soul iii latest effort formula refined maximum extent possible one elaborate important game far year mark history kind game,2,original,metacritic_critic,slow
never bought series not blown away new addition love game enjoy one well even touchscreen misstep,1,original,metacritic_critic,slow
still water run turgid limp psycho sexual thriller starring ben affleck ana de armas wealthy couple get twisted way,0,original,rotten-tomatoes_critics,slow
moana musical number greatest strength moana musical number biggest weakness,0,original,rotten-tomatoes_critics,slow
plenty forgive primordium get past issue lose game rich emotional story waiting bit robot nut despite nitpicks game found deeply affected ending,0,original,metacritic_critic,slow
state decay going hit miss number people ignore flaw fun game played friend said even ignore flaw deny game not ready release,0,original,metacritic_critic,slow
horizon zero dawn stellar open world game guerrilla crafted magnificent utterly gorgeous adventure game surprising depth reward player skill likely prove next major action franchise shame game open world desperate validate existence never let truly enjoy thrill hunt,1,original,metacritic_critic,slow
europudding production plod unrewardingly murky humourless terrain science fantasy movie flabby characterisation dull storytelling midprice vfx work,0,original,rotten-tomatoes_critics,slow
reptile main strength del toro share great chemistry silverstone co star excess baggage character combination tenaciousness eccentricity movie original component,0,original,rotten-tomatoes_critics,slow
fact flawless portable version son liberty snake eater plus two msx original box worth exclamation point purchase patrolling past local game shop august,1,original,metacritic_critic,slow
motivating manager game offer lot fun despite missing formula license invigorates genre,2,original,metacritic_critic,slow
fly moon one real surprise beautifully charming character actually find loving witty screenplay comical not make light true historical achievement,2,original,rotten-tomatoes_critics,slow
no exit reimagined escape room stuck crazy aunt,0,oversampled,rotten-tomatoes_critics,slow
extremely refined shooter definitely must switch owner love challenge game rotate around global leaderboards perfectly balanced act thing perfectly offer little anyone not interested genre meticulously crafted mechanic still quite pleasant surprise,1,original,metacritic_critic,slow
typoman remains refreshing combination platform adventure word puzzler particularly creative use word letter physical tool undoubtedly spoiled frustratingly clunky platforming mechanic lack clarity design something little bit different cerebral give spin,0,original,metacritic_critic,slow
unforeseen incident complete breath fresh air fast becoming crowded genre standing head shoulder many point click adventure available perfect mix macabre comical scripting well highly engaging puzzle entertaining fetch quest throw player way hour really fly despite one longer journey market right,1,original,metacritic_critic,slow
mufasa lot heart manages impress story mufasa outsider manages rise leader thanks hard work skill fact great person full review spanish,1,original,rotten-tomatoes_critics,slow
every actor movie timberlake eric bogosian nichols bos domenick lombardozzi colleague seems cast irresistible force thrown del toro immovable object,2,original,rotten-tomatoes_critics,slow
electric state one hell artistically neutered sanitized boondoggle awe inspiring deployment expensive visuals largely bereft kind genuine wit humor warmth adaptational deftness,0,original,rotten-tomatoes_critics,slow
fairly short title though lasting hour despite part surrounding narrative underwhelming story impressively affecting worth experiencing,0,original,metacritic_critic,slow
adventure previous yo kai watch game bunch minor innovation enjoyable newcomer,1,original,metacritic_critic,slow
look like harmless return bubsy franchise quickly becomes clear lesson laziness bubsy woolies strike back take no time show little effort put simple platformer control overall spirit game hard recommend anyone try even low price,0,original,metacritic_critic,slow
telltale nuanced character reason forresters mourn lost lord feel right standing alongside almost want return tv westeros stalwart stark bannermen exist,2,original,metacritic_critic,slow
one scariest game ever committed handheld spectacular return form jan p,2,original,metacritic_critic,slow
presence squanders talent david koepp steven soderbergh lifeless cliché ridden ghost story delivers neither scare nor suspense,0,original,rotten-tomatoes_critics,slow
fan series likely love newcomer best time jump happy finally taken plunge time see returning series especially two game already scheduled hit soon plenty enjoy guarantee nothing else quite like yakuza,2,original,metacritic_critic,slow
unnecessarily complicated ridiculously simplified time,0,original,rotten-tomatoes_critics,slow
whatever flaw story still entertaining experience rapid fire gag often hit target action solid rarely memorable cameo well fan,1,original,rotten-tomatoes_critics,slow
quite journey allows contrast sexy disgusting provocative slimy humor celebration bad taste say important thing remind u message sink blood full review spanish,2,original,rotten-tomatoes_critics,slow
story not everyone videogame merely watch video take note trying make sense murder story work intimate level feeding player thirst truth prof videogames still much tell come original narrative solution,2,original,metacritic_critic,slow
light fright steeped emotion presence playful sad slyly funny mournful elegance sure age well,1,original,rotten-tomatoes_critics,slow
conceived enjoyed big screen no fuss proper movement action emotion full review spanish,2,original,rotten-tomatoes_critics,slow
low act high place order day cerebral thriller biblical proportion,2,original,rotten-tomatoes_critics,slow
porting revelation make readily available million gamers smart move capcom played version already nothing new everyone else capcom done console pc gamers favor providing thrilling riveting addition truly evil series,2,original,metacritic_critic,slow
not much new term ground breaking addition improvement sport interactive effort enough offer improved experience fun game compared last year release,2,original,metacritic_critic,slow
concept engaging conspiracy theory floated year giving credibility even comedy make fly moon difficult embrace,0,original,rotten-tomatoes_critics,slow
co writer director composer cinematographer gints zilbalodis immensely talented every one aim something unique flow resembling animation minimalistic storytelling video game experimental immersive moving,1,original,rotten-tomatoes_critics,slow
longlegs part serial killer story part satanic horror film interesting thing many interesting thing writer director osgood perkins tie two type together without betraying fundamental either,2,original,rotten-tomatoes_critics,slow
