text,sentiment,source,datasource
saddens probably never able eat restaurant,1,original,fast
morning sunshiines,1,original,fast
seen wolverine might want change pic new sheriff town,1,original,fast
yoko ono follow wherever may go,1,original,fast
stupid liar glad ignorant blast,0,original,fast
thanks,2,original,fast
twitter reunion would awesome meet lol iwonder howd iget pull,2,original,fast
wife get guest list tomorrow show exist lame guess no wife show,0,oversampled,fast
kate leaving lonesome,0,original,fast
ate chocolate,1,original,fast
im quite upset really look must thought something whatt thats unfair,0,original,fast
people think joke mean people not affected consider defamation lawsuit anyone posting sharing meme,0,original,fast
arrived one day late singapore lost bag one week later still no news thanks airfrance amp airfrancesg,0,original,fast
working extra hour,1,original,fast
airfrance someone help payment problem,1,original,fast
truly impressive come close take argument whether web need sub new level though,2,original,fast
anybody beer right hate drinking alone mr oot hand mr oot,0,original,fast
make amazing mother happy mother day solo luv ya,2,original,fast
perhaps sequel rain justin parade earth assume mother nature return,1,original,fast
yay let welcome mr mcnugget twitterverse,2,original,fast
fed three hungry stray kitty three can tuna hope stay warm safe tonight,2,original,fast
future,1,original,fast
classical guitarist would love get hand one red heart red heart red heart,2,original,fast
week post horrible traumatic jumping cholla accident cholla next dirty trick piece starting emerge hand ouch,0,original,fast
ooh good thank head bro,2,oversampled,fast
airfrance made kid fly horrible condition partner aireuropa even reply complaint shame,0,original,fast
oh no not difficult nut market home turf,2,original,fast
http twitpic com really missing place grandparent living calm country im coming,0,original,fast
not happy tweet,0,original,fast
mcc bye scotty gon na miss ily,2,original,fast
sensation ocean white portugal absolutely amazing adoreiii,2,original,fast
ok finished mikado shut lol,0,oversampled,fast
tea pitcher thing hard find seen found http tiny cc online ugly,0,original,fast
lucky sound annoyed,0,original,fast
oh oh going shopping best friend today yaay going much fun need get alot new clothes,2,original,fast
yet another semi final tonight,1,original,fast
going star trek premier tomorrow night uber stoked care nerd star trek amazecore,2,original,fast
looking forward orange juice fried egg cinnamon roll tomorrow morning,2,original,fast
googled looked lot site checked first exciting,2,original,fast
might play givson would still sound smiling face smiling eye,1,original,fast
mean going block,1,original,fast
airfrance hi requested petroleum card idea hear something would like use upcoming flight mr,1,original,fast
sorry back food calling name lol good hi sorry said sooner lol,1,original,fast
time get puter nite,1,original,fast
play smoke water,1,original,fast
kinda headache,0,original,fast
yeah work busy day tired hungry,0,original,fast
little foster kitten getting big chubba winston going b missed get amazing home,1,original,fast
made look old picture cat want kitty,1,original,fast
dollarama wish new job,2,original,fast
waiting played bass,0,original,fast
unfortunately know would like avoiding,1,original,fast
work know exhausted,0,original,fast
goodness another hit another run,2,original,fast
miss peanut gallery,0,original,fast
service beyond ridiculous airfrance rather fly united get fistfight enjoyable shitshow,0,original,fast
yet another movie main character drive volvo,1,original,fast
u understand keep telling u make twitter app understand need,1,original,fast
lol fine go,1,original,fast
listening dead ocean actually listened twice row short pleasing,1,original,fast
black russian make think white russian movie quotation rug really tied room together,1,original,fast
airfrance service horrible today put bag different plane luggage,0,original,fast
mmmmmm late night brusters ice cream om nom nom nom,2,original,fast
le mont door closed maybe rich passed pairung well,1,original,fast
almost year still dancing,2,original,fast
awful morning dealing airfrance morning nearly hour later finally get flight,0,original,fast
like outifits match others guitar,2,original,fast
happened mummy baby okay,1,original,fast
better guy dude,2,original,fast
might not get movie night week unless like really early morning lol,1,original,fast
airfrance passenger missed flight cdg lack wheelchair assistance pnr senior citizen amp toddler help pls poorservice,0,original,fast
wait red could age know mean though really looking new job,1,original,fast
chstin fan bather smiling face smiling eye grinning face sweat face open mouth red heart,1,original,fast
airfrance want respond customer pathetic,0,original,fast
loool thats way thing,1,original,fast
woke dei trash disney,0,original,fast
thats fox isnt never watched,1,original,fast
beautiful hair steve,1,original,fast
airfrance thank airfrance sent information,2,original,fast
dropped sistah lax fb,1,original,fast
sorry get project working windoze laptop ton folk came afterwards saw running,0,original,fast
wanted take photo storm misplaced camera,1,original,fast
really like shiny happy people local rem expert btw saw first time,0,original,fast
nooo ill must paracetamol nice weather today though,1,original,fast
support,2,oversampled,fast
instant internet marketing empire bonus recoup investment hour less http megaredpacket com aff id,1,original,fast
hahahah yeah right plus twitteraddict find well almost day likely,1,original,fast
hate living fl missing ga like crazy like say dont know got till gone ga mind,0,original,fast
dont feel good,0,original,fast
youtu full movie puin sn,1,original,fast
ur boyfriend better mine hell no,0,original,fast
ok guess need actual work long pm oh no may ditch early,0,original,fast
studying exam boring,0,original,fast
ooh haha thanks posted,2,original,fast
mall worked turned depressing place,0,original,fast
please ibanez release lefty version guitar loudly cry face,2,original,fast
whoop not last tweet,0,original,fast
fyi no internet thurstag saturday feeling become productive day,2,oversampled,fast
mask make video,1,oversampled,fast
first sin,1,original,fast
dad posting got postponed one hour meant leave either going afganistan nowhere sorta happy gutted,1,original,fast
rocket surgery hey haha thought rocket science oh knew swear thank,2,original,fast
dang voice wont came snot covering tissue dangit hate flu,0,original,fast
no disrespect look much like e lovely instrument,1,original,fast
rather beatweetup instead taking cue shutting reprezent zent,1,original,fast
soz neva saw message till u add delete cant see message uve left page,1,original,fast
airfrance put information facebook message previously said de co,1,original,fast
must missed guess scared tx sorry,0,original,fast
diffrent,0,original,fast
bos texted day yes yes yes,1,original,fast
ear bud light anything reason help,0,original,fast
thanks add try signing later get home still no luck email someone,2,original,fast
donkey ever going get luggage airfrance,1,original,fast
airfrance worst experience today would not assist group rebooking flight luggage gone,0,original,fast
cupcake call anything bitch suppose even certain circumstance,0,original,fast
airfrance told quote low priority no communication no representative left guessing disgrace last time fly airfrance,0,original,fast
airfrance put people customer service desk queue hour chance miss flight,0,original,fast
whoa steady mate fall,2,original,fast
http twitpic com lol sorry funny,1,original,fast
work five year old gon na keep young,2,oversampled,fast
comiccon cool,2,original,fast
shopped til dropped come bac sunshine miss u,0,original,fast
ohhhh ok thought going nut maybe pas way back,2,original,fast
entering contest,1,original,fast
going gym early trying get back shape husb got gift cert swim w dolphin bd need muscle,1,original,fast
cd player car broken much listening kidz bop happy meal cd,0,original,fast
sf right,1,original,fast
maybe next time away weekend much like jump car go pout,1,original,fast
wish famous like people im following,1,original,fast
person stood world full spineless make sad,0,oversampled,fast
case no one gave head put iphone app account management mywireless love see review,2,original,fast
senior last day,1,original,fast
let hope pray go wiser way let hope pray go wiser way http bit ly tzxqn,2,original,fast
motivated determined wannabe sexy successful young professional might really join bni,2,original,fast
still like coldplay said one fav cd r one fav band,2,original,fast
poor stuart wondering moving day today expect welcome cake case neighbor hehehe,1,original,fast
got home work chugging big bottle apple juice,1,original,fast
getting back online shifting location,1,original,fast
arre seriously shud take sperm nd clone yr old single guy,1,original,fast
today something amazing happened fell love coupon,2,original,fast
jealous guess walking around office tomorrow malo,0,original,fast
summer yet read book long book,1,original,fast
forever right flywithmeobsessive im cry,0,original,fast
ooo enjoy thanks looking,2,original,fast
missing mr mcfox,0,original,fast
love soundgear bass,2,original,fast
video frozen actual view catch published artificial view count oofm already frozen got,1,original,fast
absolutely lookin forward,1,original,fast
hey fun friend cleaning,2,oversampled,fast
airfrance able tell flight need itinerary info,1,original,fast
sold btb qm bart mk got gibson wine red,2,original,fast
george b shaw apparently wrote word day sure practice work come nature,1,original,fast
face tear joy dad need bring home bacon face tear joy red heart,2,original,fast
ok babe got ta go back work tweet later,1,original,fast
battery low boooooooo palm spring ca http loopt u,0,original,fast
mcfly gig last nightt omg amazin didnt sit whole thing mcfly see best mate tutu,2,original,fast
bored miss everybody already,0,original,fast
hi daughter youngest turn monday time go sniffle sniffle sob sob,0,original,fast
thank god camera fixed want new ipod,2,original,fast
mother day good,2,original,fast
even bother anymore everyone makin feel like im waste space,0,original,fast
bored go kon,0,original,fast
bass coming month,1,original,fast
people myspaces please add http friend clothing line,1,original,fast
bah sun new hammock drinking beer playing guitar singing mosquito chased inside,0,original,fast
always got ta place token black character esg score,0,original,fast
california sunny not make kinda sad,0,original,fast
un mesaj de eroare forbiddenyou permission access photo jpg server ghicit,1,original,fast
wockeez wan na miss show guy kick sad say plane shop,0,original,fast
red heart loved movie,2,original,fast
ah good idea library seems work thats not obviously,2,original,fast
bank holiday stupid wait bank holiday america okay keep celebreting,2,original,fast
happy mother day kadi,2,original,fast
airfrance already check yesterday grimacing face,1,original,fast
hour not sleeping time bed alaska far good,2,oversampled,fast
hoping hear something soon krystles surgery,2,original,fast
woman zero clue happening around world face tear joy,0,original,fast
ok shortened url fine please give context cool not everyone url auto expand,1,original,fast
make sense bts represents samsung beucase samsung headquarters located south korea,1,original,fast
u please pray lord know need,1,original,fast
remind never book flight airfrance,0,oversampled,fast
red chloe girl disney cruise,1,original,fast
hey get present morning hope u liked,1,original,fast
would advise watching cinema sure effect worth unless monster tv home,2,original,fast
heading home rain no pool today guess hit treadmill instead,1,original,fast
oh cool coming berlin,2,original,fast
allergic oh no,0,original,fast
ontd god,1,original,fast
airfrance worse flight experience year travel history cost thanks missing connection never,0,original,fast
really like pink saw live new mobile advert,2,oversampled,fast
love og movie wonder would happened cameron never passed cry face r p,2,original,fast
counting hour lost sunshine weekend,0,original,fast
sitting decking reading psychology note ipod dog far warm,0,original,fast
went di bella coffee roaster today asked job person needed speak holiday fb,1,original,fast
home chocolate peanut butter stupid kid bus ruined yearbook,0,original,fast
lol much appreciated excited,2,original,fast
reply,1,original,fast
feeling pretty energized ready face day w hour sleep hope last day,2,original,fast
exact first one except worst like,0,original,fast
another week another org change discussion,1,original,fast
download movie ben alien force http tinyurl com cool movie,2,original,fast
ticket worth kd derham ta car window,1,original,fast
yes please gone might actually get work done lol,1,original,fast
trying find driver microsoft lifecam vx webcam find anywhere anyone link,0,original,fast
lol u got ac right u know getting chill n gona rain tmr,1,original,fast
want go universal,1,original,fast
choked retainer,0,original,fast
know meme,1,original,fast
life suck,0,original,fast
apr,1,original,fast
doh rush get puma open got pulled sad,0,original,fast
thought ur going somewhere invitw u,1,original,fast
hey glorious morning monday animation mode,2,original,fast
security important airfrance like supported two factor auth co supporttwofactorauth,1,original,fast
congrats invisalign need get refitted mine got lazy stopped wearing,0,original,fast
listen bts hate either seem like really nice people ad love much huge fan ad,2,original,fast
knowledge x men starting scare,0,original,fast
took month understand avatar,1,original,fast
got insurance form polo feel bit done though,1,original,fast
lohang listening music really happy librefm audacious combination profile http http tinyurl com,2,original,fast
yup slowly recovering suck eat stuff craving right gum take trip,0,original,fast
finished work,1,original,fast
oh wait greece u course think differently,1,original,fast
thankfully no still,2,original,fast
good catch thanks bunch put new widget,2,original,fast
earliest age body cry go back sleep must resist shower trick,1,original,fast
got sunburn arm better news new guitar hero metallica game came beyond happy,2,original,fast
best check really see anything,2,original,fast
got day painting,1,original,fast
delta airfrance preach suck,0,original,fast
oh believe killed hate stringer,0,original,fast
ukrainian flag plastered movie like overdone product placement movie,0,original,fast
guess meant change,1,original,fast
india worst stray cat problem far smiling face smiling eye,0,original,fast
wow grandma passed away sick even think know better place,0,original,fast
benson master trade outstanding musician look grammy award love george,2,original,fast
lol funny thing even know class even race half people group yes clueless,1,original,fast
seen fifth element make super green lot funnier,2,original,fast
wow tiz almost midnite bedtime ha gnite gorgeous ppl hadthebestdayever,2,original,fast
saw link get error cnn site open page not read article,0,original,fast
back work no distraction,2,original,fast
tv shite thank god youtube,1,original,fast
sad brother bad day,0,original,fast
route da beach no sun yet,1,original,fast
hope great weekend congratulation,2,original,fast
expecting season two last goosebump released disney instead met garbage spoiler alert hope future generation watch nonsense stupid asf,0,original,fast
airfrance awful hour security line least min go flight ny no co,0,original,fast
afraid not much realized true difficulty design may cry soon idmfinal,0,original,fast
even point idiotic ad,0,original,fast
kno guilty pleasure like shopping,0,original,fast
ohhh log pity great,0,original,fast
oh god music though thank reminding jerrivky mean rick morty episode something else,2,original,fast
gon na get ticket la vega today got ta check milage wait till august,1,original,fast
video finally done wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,1,original,fast
home spending day catching old pal,1,original,fast
http twitpic com patrick come say hi,0,original,fast
get enough,2,original,fast
since goosebump turn woke teen romcom series no monster,0,original,fast
whole food barton spring yogurt spot oasis perfect day austin,2,original,fast
brought biden neo con nazi,0,original,fast
watching episode friend lunch break,1,original,fast
happy mother day,2,oversampled,fast
ii torneo golf world tour de air france en colombia co entornoi co fhdwkxaqwn,1,original,fast
goodnight twitter ill see hour sleep,1,original,fast
nothing sweeter year old,2,original,fast
going miranda shopping centre spend time family going away week malaysia gon na miss,0,original,fast
left inlay production model,0,original,fast
sickening shoot smh prayer family,0,original,fast
not bad combine fx nice like window better vista far vista win reborn,2,original,fast
cute kid bad dad absolute disaster governor,0,original,fast
happy mother day mother thank awesome mother,2,original,fast
god bless ukrane pray ukrane,2,original,fast
airfrance could learn lot swissport staff,1,original,fast
happened descendant,1,original,fast
wondering sanity bit dear,1,original,fast
shower pm triple turned,1,original,fast
dressed no go,0,original,fast
downtown fun tonight walk back car rediculous lol,1,original,fast
sorry guy sign sorry,0,original,fast
oh make sense well officially first celebrity,2,original,fast
wool time top cote,1,original,fast
suck still hungry sucked food,0,original,fast
work agree totally think though take point everton liverpool beat man city happy day,2,original,fast
love dad said ready go like still working,2,original,fast
oh thas cool know kinda knew bout cuz ericson haha guy together x,1,original,fast
hahahah lols fun aye div experience love spongebob l,2,original,fast
gahh freaking lip ring going death never cooraperates im jack haha,0,original,fast
abigailmoon plane thank airfrance,2,original,fast
blog set private,1,original,fast
baby yoda goat,2,original,fast
itchy,0,original,fast
use link start earning free cash http tinyurl com coboyf sign get paypal cashouts minimum,1,original,fast
went bought bigest redbull could find going long day office,0,original,fast
,1,original,fast
aww tell follow,1,original,fast
everyone omg ur bass different fieldy neck white,0,original,fast
whn r u goin europe,1,original,fast
eagle ship japan,1,original,fast
beautiful outside sun shining bird singing studying wish already vacation,2,original,fast
ben love yahh babe miss hope see u tomorrow mommy love tomorrow happy mother day happy mother day mom,2,original,fast
story life,1,original,fast
best bike best guy love ducati sound think itï unnecessary ask ride isnï nice vid,2,original,fast
nice song come,2,oversampled,fast
dimple preview not today aired yet via http twib e cpf,1,original,fast
damjust finished watching prison break final break omg dont think cried hard show finally understand finale,2,original,fast
week dragged bit essay write seaside im seeing eddie izzard tonight x,0,original,fast
waiting go bed great weekend,2,original,fast
part clock like back future descendant style love also gabby duran movie also yay gabby princess red,2,original,fast
michael cute thanks sharing please direct message go bed james know want,2,original,fast
great wedding band awesome played ton great song food,2,original,fast
cant wait cant wait see concert experience live uk trailer cinema yesterday,2,original,fast
guy hello iï back hope happens not occasionally wednesday,1,original,fast
painful sound world cry someone love worse even hold say sorry,0,original,fast
bbc news dumb edited video look shadow,0,original,fast
phyllis hyman unsung story sad,0,original,fast
great cover http blip fm,2,original,fast
missed britain got talent gutted,0,original,fast
flap taco nice pleb came,0,original,fast
exhausting day come tomorrow city mother day wait minus driving,1,original,fast
saw pony used live front house developed cushing disease tho,0,original,fast
no not mom dad hmm well forward link mom embarrassed,0,original,fast
java not working hmph upload photo facebook,0,oversampled,fast
see morning rush forum shoutbox overheat bcoz campaign flying skirt,0,original,fast
holiday soo boring,0,original,fast
whoop got sunburnt,0,original,fast
http twitpic com yes ubook lenovo finally arrived,2,original,fast
eron effy break heart,0,original,fast
dont worry baby eat sum cake u hit u wen get back bye dont eat much home,1,original,fast
believe spend minute snicker ice cream seems like no one anymore,0,oversampled,fast
leaving work,1,original,fast
air france er new business class flight paris dubai co,1,original,fast
not actually managed purchase anything ovi store yet constant server error check,1,original,fast
meanwhile elsewhere star app,1,original,fast
,1,original,fast
sat pjs drinking tea watching politics show lovely,2,original,fast
sleep happy fugees keeping company,1,original,fast
hard please methinks picture head fine,2,oversampled,fast
woofer knew,1,original,fast
great player shame guitar tone egg slicer,0,original,fast
finally got twitter let hope make good use site,2,original,fast
rip brother gone never forgotten,2,original,fast
yay st louis traffic,1,original,fast
confused people recommend iphones samsungs,2,original,fast
missed answer im nth time making sad whenever im time always,0,original,fast
work today,1,original,fast
shocking year new teaser omg excited like december yet,2,original,fast
stoooopit stooopit girl used bro rendition stop girl,1,original,fast
thanks sissy sure check ur myspace tonight gon na something luv ya,2,original,fast
im sure love em work x,2,original,fast
need come spend time roof miss double date couple week,0,original,fast
may unintentionally snubbed someone due ineptness shyness feel badly,0,original,fast
got back rachael house,1,original,fast
saigon morning n hanoi,1,original,fast
g b told truth guitar play sound great however neck design ibanez slim taper prefer bridge pickup guitar sound good capture sound old super gibson hit mark guitar well worth price,2,original,fast
true clean clothes good thing enjoy day love new avatar btw,2,original,fast
like meme not meme took realize bullsht ruined someone life,0,original,fast
hate feeling get listen song completely reminds thing used get emotional,0,oversampled,fast
fantastic touch magic sparkle sparkle sparkle sparkle,2,original,fast
iced coffee christ tasted nasty,0,original,fast
lol ik figure kept year without needing virus software get fixed sigh,1,original,fast
awake sleep,0,original,fast
wassup u morning,1,original,fast
crawling den night,1,original,fast
pretty cute,2,original,fast
idk responder know name emma,0,original,fast
movie awesome,2,oversampled,fast
suck like hell,0,original,fast
gg tl,1,original,fast
jumping im shower long day work shall feel ahmazing math,2,original,fast
proudly watching film http bit ly,2,original,fast
others skip bts ad youtube even give bts ad starting video watch loudly cry face loudly cry face loudly cry face loudly cry face,1,oversampled,fast
escalated quickly face tear joy,1,original,fast
missing used,0,original,fast
gross haha like tiniest piece ever taste like ate whole onion eww,0,original,fast
love colorful horsies,2,original,fast
mandarich well welcome back dark side,2,original,fast
phone passed away yesterday jumped table searching new phone,0,original,fast
really cry shame,0,original,fast
true lol no problem unfollowing not mad,2,original,fast
boxing trainer although think bruise came hitting something ow,0,original,fast
omgggggggggg cant belive happened friend know missed thats not nice,0,original,fast
know find miss matched sock winter mean go,1,original,fast
find tell u turn making blueberry pancake morning,1,original,fast
welcome everyone playerstation live twitter,2,oversampled,fast
wow tell j k cool though yet see one,2,original,fast
well thank try remember put somewhere,2,original,fast
feeling frustrated get thing work,0,original,fast
not eh barry lol tweet deck like prehistoric lol,1,original,fast
im always percy jackson tho kinda like roman arc read whole book series many time miss old first movie though really enjoy actor guy play grover back perfect pc point claiming adapted current standard people not terminally online dont really care impacted book accuracy annabeth supposed blonde one clarisse not unit either,1,original,fast
page done eclipse,1,original,fast
well evernote giving away wireless sd card fllwng thm twitter tweeting abt evernote eyefi u http tr im mpxn,1,original,fast
thank blast,2,original,fast
sweetheart im following dm list try dm,1,original,fast
tour got canceled,1,original,fast
fun night needed break p love man effing hilarious good night twitter world sweet dream,2,original,fast
he definitely fav host ever wait watch rest tomorrow,2,original,fast
sharpie running dangerously low ink,0,original,fast
dangit lsu w spot lead southern intentionally not mentioning anything got jinxed anyhow,0,original,fast
oh no gon na break w ups guy move,0,original,fast
starting get bass first ibanez thinking,2,original,fast
could really fancy nap right work feel nap wasting evening,1,original,fast
oh said perez,1,original,fast
may fourth oh come no one actually spelled yet,1,original,fast
awww thatss well sad x,0,original,fast
eta preorders preordered wait,2,original,fast
great podcast wish guy chi show summer time see alpine,2,original,fast
looking model beauty shoot thursday valley studio contact interested,1,original,fast
friend someone help move real friend someone help move body,2,original,fast
disappointed cadbury chocolate block got smaller,0,original,fast
murder part necessary,1,original,fast
awesome fruit vegetable juice opening lam noodle fb http tinyurl com,2,original,fast
say smudge start calling people given malicious action pulled night,0,original,fast
fgrxl airfrance airbus heading heathrow airport instaaviation instaplane co,1,original,fast
lost work nt happy right sloanster,0,original,fast
much fun day brewer game home sick,1,original,fast
great time block party mackenzie,2,original,fast
daisy got attacked another doggie park,0,oversampled,fast
officially done high school sad miss already movie later,0,original,fast
favourite shirt true grumpy cute b huggable c life party http tinyurl com,2,original,fast
know make late night call india team member picture struggling message thanks,0,original,fast
no dont think bad well edited,2,original,fast
sorry hear,0,original,fast
kudos airfrance getting delayed bag timely fashion,2,original,fast
need song download suggestion ill take anything,1,original,fast
childhood show woke disney ruin everything need diversity everything,0,original,fast
oowweee china club wuz poppin lipstic n pump full effect,2,original,fast
ugh hate photobucket amazing place edit picture use alll time,0,oversampled,fast
ibanez signature model begin japan made small batch run test marketability ichika went straight mass production indonesian plant damn,0,original,fast
cat clean hope,2,original,fast
thank much nice happy hear voice really started something good xo,2,original,fast
feel hungry cook pleaseyour food energy work,1,original,fast
bored fixed internet dad im bored death,0,oversampled,fast
think like workshop,2,oversampled,fast
believe anything worse losing best friend,0,original,fast
okay work please remind,2,original,fast
watched online http last episode,1,original,fast
assume nobody us portableapps anymore except case forget said earlier,1,original,fast
yay hit subscriber youtube go lol,2,original,fast
terrible show,0,original,fast
mmmm yes please,1,original,fast
sweety sat table morning woke sweet oh btw think home around pm,2,original,fast
haha ya friend totally kick party occasion,2,original,fast
trying find foreign place foreign town lost,0,original,fast
practicing smile today gunna big,1,original,fast
need plug real ear want stretch no money,0,original,fast
miss everyone need face not witty situational update,2,original,fast
hey ruthie girl u send lovely twitts never respond hurt mikey dion,1,original,fast
good morning want breakfast,2,original,fast
airfrance airfrancemag need urgently get information flight strasbourg boston received co,1,original,fast
feeling inspired evening huh,2,original,fast
smooth,2,original,fast
well,1,original,fast
love fact bank holiday monday stay bed,2,original,fast
bbc job exposing corrupt government people supposed first line defense corrupt government bbc disgrace,0,original,fast
waking working happy gon na great day today see im not sore running yesterday,2,original,fast
joining twitter added random person,1,original,fast
bow try sometimes hard,0,original,fast
miss closest freind shirley went france summer miss shirley,0,original,fast
airfrance f glzs operating climb mspairport neighborhood co,1,original,fast
happy mother day mommiies owt theaa ii think ii got thaa hang thiis thiing yay,2,original,fast
flying airfrance business class birthday next month milehighbirthday,2,original,fast
cordon lol split second peace truly amazing,2,original,fast
famous houston take look http gd ysah,1,original,fast
glad liked quote integrity one productive moment,2,original,fast
weekend great work,2,original,fast
san diego move although whether right pretty cold im waiting suck go surf love,1,original,fast
cervical cancer get,1,original,fast
followfriday thank much behind still half,2,original,fast
hay twitter happiness score http happytweets com think dropped point since yesterday,0,original,fast
want trip boston next month need addit l motivation save beloved daughter want go,2,original,fast
allieoiseau go father job chose go south africa safari air france central work council,1,original,fast
watching harry potter movieee,1,original,fast
geography paper boring hate revision,0,original,fast
thanks shoutin mom today also say thanks,2,original,fast
sad neighbor cut tree around house looked pretty seemed healthy tragic,0,original,fast
people actually clicked not accident skull,0,original,fast
fun tonight leave brandi carlile dallas today sneak show,2,original,fast
movie watch star trek,1,original,fast
need coffee new day lie,1,original,fast
start work missing like crazy wont seeing till tuesday,0,oversampled,fast
forced eat red hotdog coz starving nothing else breakfast ick,0,original,fast
million view comment howww,1,original,fast
canï choose one love song lv tt bt u like read http gd jkvf,2,original,fast
imagine paying phone operates like chevy run smart get ford phone buy apple,0,original,fast
wow tagers rock awesome performance,2,original,fast
airfrance good weekend,2,oversampled,fast
alright want overdue lol funny nite nite,2,original,fast
noo sorry love going pop zyrtec go sleep,0,original,fast
red rock lunch colin come ipa junior freshly made yum yum yum,2,original,fast
literally watch day,2,original,fast
avatarcamp photo perhaps lol itching see,1,original,fast
rip grandpa graduation today,1,original,fast
people not twitting much today,1,original,fast
really tired sunday morning,0,original,fast
cool wish could av gone da live couldnt,0,original,fast
luke thanks p chris ur husband pretty cool reckon sorry u feeling sick hope feel better soon,1,original,fast
acting like made star war thinking face,0,original,fast
aw gon na miss old username nick jonas shontelle layne sean kingston replied old username gon na start,1,original,fast
ticket boyfriend might rain budget boo tho,2,original,fast
writing scrub,1,original,fast
jass warn u go nxt war fun,2,original,fast
girl need hug lost cell phone,1,original,fast
guy would interested watching get tattooed tomorrow let know,1,original,fast
cousin pick today not turn early,1,original,fast
yippee happy birthday,2,original,fast
ay anybody know kind shoe,1,original,fast
delta airfrance service airline great pleasant control airport congestion b co,2,original,fast
miss ok girl happy mother day,1,original,fast
done packing everything else leaving hour,1,original,fast
back work tomoo day bee,1,original,fast
oh no according laineygossip taylena bc fame gosh poor two heartbreak row,0,original,fast
two tweet go tweet,1,original,fast
understand fear feel way many thing really need motivation overcome mine guilt,0,original,fast
finishing giraffe getting sleep super excited tomorrow,2,original,fast
bye twitter fb world san francisco airport ready board air china not sure internet access,0,original,fast
omgzzz realised homer simspon aint real haha,1,original,fast
need guitar sure allow play better immediately lol,2,original,fast
welcome back school study hard take time smell rose,1,original,fast
airfrance wait technician airfrance get plane allow ground staff access luggage,0,original,fast
ugggh idk wan na stop getting text twitterr ilse,0,oversampled,fast
starting like guy leopard probably sick smell bo india also made angry visited wait get place grinning squinting face,2,original,fast
oh no thats no good pierced bottom lip right side grade no piercings dress code,0,original,fast
saw something real sad lunch dog two broken back leg,0,original,fast
less itunes tuned,1,original,fast
tired,0,original,fast
gooooood morning,2,original,fast
happy year,2,original,fast
thanx tom love u great day,2,oversampled,fast
hope great day tomorrow happy mother day let u know,2,original,fast
omg tony hawk motion nintendo d suck,0,oversampled,fast
never air france shit past two day unreal,0,original,fast
tataindicom not good tatasky airtel broadband better,2,original,fast
monday bad sunny fb,2,original,fast
week end time get back work,1,original,fast
haha mate btw seen film called american history x starring edward norton,1,original,fast
u planning cardio hr reasonable whatcha last night,2,original,fast
wouldnt change fan world tbh dont think anyone would change mcfly world amazing x,2,original,fast
three broody one atm china egg keep happy ish,2,original,fast
got dentist appointment soon drill feel like got brain blender not looking forward,0,original,fast
bbc news going put story correct translation remember hearing story woman got married kid kid according husband ugly cruel thing say kid husband found plastic surgery felt deceived sued know woman know someone started horrible rumour truly disgusting karma get back husband marrying woman look vain egotistical narcissistic person personality love no motive sad,0,original,fast
know ask carolyn also box empty time get,1,original,fast
oh magnificent gorgeous guitar sensational delightful red heart two heart,2,original,fast
airfrance thank,2,original,fast
http twitpic com haha right,2,original,fast
probably come like drunk something nervous lol thats help eachother,1,original,fast
gon na watch jt snl tonight not fan music think hilarious pant way funny,0,original,fast
oh roll oldie http blip fm,1,original,fast
im sorry dont wan na cuz u act u turn right around ignore,0,oversampled,fast
cleaning,1,original,fast
bring msa tooooo netflix,1,original,fast
lil old mac thing never charge,0,original,fast
helping making twitter account,2,original,fast
say everything pretencious asshole steve vai,0,original,fast
travel air france paris co via youtube video paris vacay sale going co lgbt,1,original,fast
missed min haha went sleep past major anxiety attack around ugh boo,0,original,fast
want summer actually sun,1,original,fast
think annoying keep getting twitter error message mobile,0,original,fast
thanks havin u overrr,2,original,fast
way school last friday high school ever even get see holly gabbie hannah,0,original,fast
airfrance still not left gate,0,original,fast
better not get need fix,0,original,fast
could kill hollyoaks made sad,0,original,fast
not true get worse burn today forget sunscreen,0,original,fast
goodnight,2,original,fast
von abe no idea white weird not bad,1,original,fast
ask hoping today improvment rest week looking forward weekend weather,2,original,fast
awake suprisingly get sleep last night gave pulled nighter,1,original,fast
wish blog working properly great followfriday blog post wanted showcase,2,original,fast
watching miley cyrus youtube,1,original,fast
know sun not even ive hr tossa decided sleep side cold nose,1,original,fast
one really compromise dingwall sound different like ibanez setup bit better neck,1,original,fast
love like war easy begin hard end fiuuhh,1,original,fast
pleading face pleading face pleading face emotional broken heart,2,original,fast
yea mean direct u whoever u send see u direct msg someone following u,1,original,fast
love big brother much,2,original,fast
india way shane not wrong,1,original,fast
new twist airline hate musician saga saw gear plane amp yet airfrance no clue,0,original,fast
nice day like today wish garden,2,original,fast
say hi depressed cause cant see,0,original,fast
meaway sorry hon know feel though usually crazy family gathering probably hold back like also,0,original,fast
neither could looked ebay like euro two doubt parent would fork amount,0,original,fast
get job,0,original,fast
first impression silverlight sadly based saw today quite problematic,0,original,fast
recovering lovely slightly stressful weekend france,1,original,fast
central lesson history state parasite always expand destroy host population stefan molyneux,0,original,fast
back home early wow thing getting addictive u phil xd,2,original,fast
really really ready,1,original,fast
philly played yet something please,2,original,fast
front u day waved u didnt eddie izzard,1,original,fast
started already see far biggest talker er mean tweeter,2,original,fast
really wish someone would make groupchat theme adium suited irc ymous way low contrast,2,original,fast
nobody home tonight except alone sigh oh wish,0,original,fast
