text,sentiment,source,datasource
not anyway tone original concept watch tale loop non less load fun beautiful look,2,original,medium
definitely different take hellboy movie lacked humor hand captured mignola horrific element really liked even quite perfect mix think yet captured,1,original,medium
food cold drink missing manager rude advertising false accused u lieing said asked reward receive free cookie hostile,0,original,medium
mean mcdonald,1,original,medium
may not cinematic masterpiece loved fan find many reference game outside enjoy nice funny film action fantasy intelligently narrated no shortage emotional mind congratulation deserves higher overall taking,1,original,medium
one favorite movie great acting loved message movie song fantastic rewatched numerous time,2,original,medium
several self check kiosk,1,original,medium
understand italian appreciate language accent expression insult make movie like anymore,2,original,medium
not many special effect tell low budget film still good none less,1,original,medium
great worker helpful eating area play area clean men bathroom quite messy toilet paper holder torn wall overall come,1,original,medium
movie really enjoyable charming laugh loud funny scarjo real character highly recommend watching,1,original,medium
taylor johnson carried shitty film,0,original,medium
funny part call comedy oswald character came really picked overall worth seeing,1,original,medium
minute burger not acceptabe,0,original,medium
no idea critic hard movie imdb rating much accurate no way deserves rated true loser movie odd acting alone worth powerful story one professional reviewer said overly serious effing kidding story starvation million serial killer supposed lighthearted smfh know ignore rt rating,1,original,medium
masterful film robert egger lightning masterfully used film lighting originating fire moon cast beautiful yet terrifying shadow certain shot evoke sense horror unseen film example would horse drawn carriage film first act cast perfect film revisits egger familiar choral screech send shiver viewer spine par lighthouse witch film horrific element without relying jump scare sound scare,2,original,medium
maybe one standing movie tom arnold good thing going reputation rick moranis geek never get day rest punch bruise name calling hope knock door day nasa brings moon rock school stolen bully moranis one would tell someone arnold went juevy moranis moved away establish journalism year pas childern,0,original,medium
excellent story acting loved,2,original,medium
particular location far starting worst alliance fry always cold sweet tea nasty burger warm last week last time going location found better one,0,original,medium
breakfast not hot enough hate warm hash brown sausage etc getting worst slop day expensive,0,original,medium
mcdonald expect much,1,original,medium
solid start trilogy keep one promise,1,original,medium
funny gave feel time action filled hit emotion,2,original,medium
service not good good thing dessert,0,original,medium
love chicken sandwich,1,original,medium
fast friendly place,1,original,medium
outstanding animation like original catapult memorable disney category story moana called rescue lost island face insurmountable odds en route rather conventional predictable move speed never dull attractive song animation particularly sea sun take breath away compensates characteristic disney cutesiness,1,original,medium
even make whole movie,0,original,medium
watched substance three time definitely great study self love fame medium somehow body horror display last third not demi moore deserves every praise,1,original,medium
transformer rise beast big transformer fan super excited rise beast hearing peter cullen optimus prime always awesome bumblebee still favorite cgi looked really good transformer maximals cool watch voice cast great job watch prequel sequel even action scene fun funny moment story felt really thin could used backstory got bit boring predictable time wish saw maximals said great sequence ending got excited next overall not best transformer movie definitely not worst fan worth watch,0,original,medium
hoaky predictable no interesting twist scenario making generic boring movie waste hour minute,0,original,medium
one best movie ever made thanks powerful thought provoking script lina wertmuller two incredible performance giannini melato,2,original,medium
great place eat,1,original,medium
great food,2,original,medium
pc happy meal missing nugget addition whole pc nugget missing bag not sure cant count cant read not spending money mcdonalds ever,0,original,medium
good food serve fast,2,original,medium
plain boring long drawn uninteresting could care less ended glad total waste time money,0,original,medium
zoo theme cool,1,original,medium
alright,2,original,medium
one premier site latin dancing southern california,2,original,medium
waiting minute go food get orlando much butter slathered egg cheese bacon bagel went trash w,0,original,medium
management staff bullying new employee telling needed clean dirty tray manger girl taking order uncool rest staff drive laughed poor girl embarrassed mean know starting job people still need professional,1,original,medium
many crazy loud screaming street people dirty,0,original,medium
read book want disappointed adaptation one favorite novel desacrated survive low blow,0,original,medium
great actor fun movie watch like open road buddy movie would help alot like big american motorcycle,1,original,medium
donald app app keep giving mobile ordering awesome barely money left food day pull one new mobile ordering parking spot turn location phone see deal going throw couple buck left card sudden buy anything menu get free sandwich mobile order bought small shake got one artisan chef burger buck total able meal burger delicious even get truck feeling well brought parking spot promptly hot fresh awesome loving,2,original,medium
overpriced bad service not clean avoid place,0,original,medium
food hot fresh,2,original,medium
film great reminder real artistry architecture story intense brutal mirroring creative process perfectly,2,original,medium
ate week stayed santa monica service really fast even place crowded computer ordering system really effective module help lot taking order faster,2,original,medium
nasa feel good needed,2,original,medium
good morning good morning coffee old place dirty not come back people nice place dirty dirty please clean paint please cleanest mcdonald though bathroom dirty table dirty outside dirty great day,0,original,medium
staff decided no longer mcflurries prepared sundae milk shake suddenly icecream machine broken spanish speaking customer able order not milkshake mcflurries inquired told fixed although no one gone near machine time since denied english stepped outside get friend tell food ready took tray headed put friend uber came back security no foot ordered paid received food made someone come confirm paying customer counter staff particular security guard coming back least spanish better,0,original,medium
super cute place kid visit zoo,2,original,medium
good action movie honestly much better right,1,original,medium
friendly friendlier branch new york,1,original,medium
rather boring altogether solid contribution paranormal genre would rated lower final scene not absolutely perfect salvaged whole viewing,1,original,medium
okay tend take long,1,original,medium
not really interesting due rather bad acting script,0,original,medium
ana de armas fair,2,original,medium
fun unhinged brilliantly entertaining,1,original,medium
truly one web service time favorite part said roblox amazon core time roblox amazon core place,2,original,medium
gorge masterfully blend sci fi romance action delivering captivating narrative keep viewer engaged mile teller anya taylor joy shine elite sniper stationed opposite side mysterious chasm chemistry driving film emotional core story decision leave certain element unexplained invite audience imagination hint potential future exploration rich lore director scott derrickson skillfully balance high octane action sequence intimate dramatic moment creating dynamic immersive experience overall gorge exceptional film leaf viewer eager revisit intriguing world future installment,1,original,medium
good film humorous interesting story improve mood day,2,original,medium
place awesome let u uber driver use restroom take break inside time got cheeseburger earlier today large diet coke everything buck manager need smile little,2,original,medium
nice service good food affordable,1,original,medium
must patient long line thier best serve u,2,original,medium
never give enough condiment,0,original,medium
clean great customer service,2,original,medium
nothing special mess order frequently service sub par best mcdonald,1,original,medium
okay like rest,1,original,medium
second half film really pick cast great felt like something missing substance,1,original,medium
love place town,2,original,medium
party bullshit admire people nerve write excellent abundant rage review difficult write piece crap sentence naked mile american pie franchise got hand show definitely flesh fmovies plot nothing ridiculous guilt free pas totally unrealistic anyhow yet tracy explanation giving even worse state love sex no thing attached necessarily withholding thinking like could argue dwight stifler also completely top easily worst stifler actually friend reminding however somehow managed find even untalented actor fifth installment acting hit rock bottom eugene levy mr levenstein brings charme wit earlier film disaster actually get another character turn get cooler likable film,0,original,medium
worker great love coffee,2,original,medium
really rebel without cause dressed ninja outfit ah yes movie began america love affair michael dudikoff well not really nonethteless american ninja laid groundwork four sequel big dumb action set piece ninja exotic locale explosion galore steve james michael dudikoff meet first three movie rescue girl baddie golan globus canonized giving world timeless work art not good part american ninja hard act follow first admirable job trying,2,original,medium
film incredibly well done make perfect companion piece spielberg munich q good would liked seen,2,original,medium
great place go grab meal,2,original,medium
decent cheesy thriller liked,1,original,medium
used eat kid little play area kid playground dismantled redecorated adding seat designed elderly two extra long table self service ordering screen outdoor parking lot also added self ordering place scan qr code mobile phone download app complete order,2,original,medium
begin film slow many plotholes not answer like dad asking legal advice actor act either,0,original,medium
need staff member prioritize drive thru customera ignore walking,0,original,medium
definitely worst mcdonald decade not slow yelling customer arguing everyone people waiting everywhere sounding like utensil dropping kitchen etc,0,original,medium
saw movie today cinema empty see joke slight romance nice touch cheesy fighting funny fast pretty good issue many people presented movie no given no plot movie leaf overrun many question russian woman connection no proper backstory brother knuckle want keep alive beginning movie stray away entirely even get line work first place etc etc etc etc make no sense,0,original,medium
think could make another bridget jones movie would capture comedy feel movie stay true series help fall love character,1,original,medium
husband loved longlegs weird wonderful cinematography capturing equally weird wonderful acting creepy unnerving whilst working really intriguing plot love serial killer detective alike satisfied film,2,original,medium
mcdonald,1,original,medium
casting lively lily death film even conception character feel cold disconnected hard even root domestic violence aspect downplayed dialogue nose looked way older character book etc total disaster term casting,0,original,medium
know even understand film nonsense musical genre left original joker alone no another disappointing money loss sequel million loss warner bros stupid sequel,0,original,medium
not even comedy horrible,0,original,medium
slightly cheesey blunt enough part keep interested nice suspense part twist turn along way expect much let,1,original,medium
film like manty others clearly trying emulate success mission impossible franchise fall short almost every aspect plot incredibly generic predictable formulaic spy thriller filled clichés done countless time twist turn obvious lack real suspense even action sequence competently executed fail impress sadly union not break mold,0,original,medium
visiting town impressed manager stephanie really stood today working hard every customer came way made sure assisted rushing even though busy also took time pick lobby keep inside looking good thanks experience today step,2,original,medium
crowded unfortunately refill,1,original,medium
venom good marvel movie expected,2,original,medium
everyone come check ice cream cake cheesecake pizza pasta arcade prize huge play area food come together curious fry drink cup come minute pasta pizza lol pasta alfredo sauce bland not great pizza delicious pretty chaotic loud overall clean worker constantly moving,1,original,medium
service good restaurant bathroom clean item really good,1,original,medium
worker could not get order time attitude,0,original,medium
typical paul w anderson milla jovovich action movie movie would great,0,original,medium
nice efficient,1,original,medium
great,2,original,medium
delivering great experience anywhere world great meal,2,original,medium
good service tucked away,2,original,medium
excellent service food,2,original,medium
like ben afflec ana de armas disappointed movie time felt like cringy soft core porn murder mystery used see cinemax like point cheating wife make husband jealous enough murder lover stay murderer husband good dad well sort messed,0,original,medium
quirky movie say least time love time hate certain thing movie bizarre let pas example former math teacher turned hardware store owner wear number around neck reflect mood weird time alba kind save thing really feel character want thing work okay invisible sign daughter come grip fact father mental health illness mona hide issue surround father illness mother force take job elementary school math teacher mona start journey grade student turn broken quirk movie much really think people really like movie however think alba rise strangeness give cute performance mona,0,original,medium
typical mcdonald food,0,original,medium
great people fast not mess order real pro manager asked order right great nice polite friendly,1,original,medium
opening scene let know movie terrible beat cop guessing rookie responding hand emergency call take upon climb flight fire situation without protective gear yet following fire swat team properly attired situation expecting find culprit waiting arrested nope pass lack oxygen nice police work way follow protocol becomes valuable member task force headed fbi second conversation lead agent c mon ugh mess totally unbelievable,0,original,medium
greattttt loved perfect,2,original,medium
worst worst mcdonald la vega,0,original,medium
good movie one rare time find hard call robert zemeckis ambitious visually experimental approach adapting similarly experimental graphic novel lot merit combined powerful effort cast bringing earth series story life final execution feel confused including non linear editing choice one two side plot not feeling justified human age effect not looking right,1,original,medium
poor minute waiting order wrong sitting back counter whole time say anything knew ordered tray employee wanted one thing passing buck someone else kiosk work properly line get money quick enough wait ridiculous word english amongst whole crew thand sorry come wel never,0,original,medium
pinch food burger slipped inside wrapper floating grease ate dry part husband chicken sandwich came without topping completely drenched mystery dressing fry super old old grease fishy taste soda coke dr pepper next flat starving long hot day ate tried not think,0,original,medium
okay mcdonald,1,original,medium
admire drama based true event iranian athlete held hostage olympics munich straight forward still entertaining engaging no silly fluff special effect story abc sport crew perspective suddenly thrown crisis covering olympic sport decide story without tossing news department mile away videographer producer year impressed film producer able wrangle television gear used early one example authentic whole vibe screen size heavy old studio camera wheeled outside get better coverage crisis cheesy old school graphic screen like today news cycle abc coverage anxious jump breaking news minimal confirmation mistakenly announced air hostage free highlight importance coverage accuracy not perfect rating ego involved never never,2,original,medium
service fast efficient place clean not crowded excellent customer service,2,original,medium
popular hr mcdonald w drive thru indoor dining visit breakfast one freshest,1,original,medium
long line kissimmee location right old town fast moving good service placed big detailed order everything came correct,2,original,medium
modern place super fast service via electronic kiosk little fuss place quiet might chaotic busy time couple kiosk order food,2,original,medium
staff kind homeless people sometime come store polis come lol,1,original,medium
really enjoyed film usually third film series strong instance third film turn one best series like one great action story,1,original,medium
day thursday date nov time pm no one laptop,1,original,medium
story begin seemingly perfect romance drawing blissful world female lead however narrative unfolds quickly spiral emotional chaos revealing darker truth lurking beneath surface found deeply engaged journey resonated harsh reality many face relationship film skillfully highlight struggle identify abuse portraying heart wrenching decision leave someone love even charm mask troubling trait chemistry lead striking particularly male character true nature began emerge gut wrenching moment realization female lead served powerful reminder easily ignore red flag watching streaming felt every wave confusion heartbreak making experience profoundly impactful film poignant exploration love complexity underscore critical importance self preservation,1,original,medium
great coffee,1,original,medium
quite understand hbo trying lord ring franchise ok not quite right hbo trying replicate success game throne not working two basic issue writing bad animation bad writing feel like fan fiction yes placed story middle earth used recognized character writing feel like somebody trying imitate tolkien particular movie salvageable plot likeable main character brian cox play legendary king helm screenplay shallow character poorly drawn feel like handed note card play hero play villain etc reasonably fleshed character hera shieldmaiden lead character way contrast fellowship king good dozen well drawn character finally animation feel like homage rankin bass animation would tolerable screenplay better stand feel like movie done cheap pretending homage,1,original,medium
beagle old hash brown cold,0,original,medium
transformer one maybe overtops movie movie still great movie realised ambition sacrifice made good point care critic say,2,original,medium
easily best animated movie though early yet dog man set bar pretty high stellar animation good story solid voice cast,2,original,medium
place really clean service awlful food cold n hv dollar menu,0,original,medium
pacman cool eat movie cheez pac cool,0,original,medium
watcher pure shyamalan sillyness fantasy adjacent horror flick serious thematic understones get muddied obtuse script look good ishana shyamalan certainly father eye behind camera film start wilt underneath overlong third act exposition dump cryptic eerie keep captivated hour come time pull back curtain reveal movie loses momentum see crack beneath good directorial debut problem come first movie still enjoyable despite fault got ta love dakota fanning always great olwen fouéré,1,original,medium
thought must first episode series short minute several book source material no complete movie not good one gave star deserved gave chance stare idris elba matthew mcconaughey handsome face hour,0,original,medium
crime movie crooked pig mean cop lol,0,original,medium
rehabbed drive made easier,1,original,medium
similar sonic villian turned hero,1,original,medium
hilarious action packed husband loved,2,original,medium
seeing cinema nothing like great psychological thriller expecting expected plot many question left end not recommended,0,original,medium
worker beyond disrespectful daughter stopped drink order food going wash purshase could use rest room staff spoke disrespectful embarrassed ushands dr food tge worker told customer allowed express needed hand eating worker told u ow well qould atand linw,0,original,medium
film follows bea girl staying grandmother dad hospital take mind condition embarks adventure around new york one night walking outside meet cal man run matchmaking agency forgotten imaginary friend ifs start working trying help find ifs kid yet one however soon realize instead pairing new kid reunite original kid instead lead whole new journey restore imagination help adult rediscover inner strength reconnecting childhood imaginary friend overall due laugh loud moment unbelievable voice cast emotionally touching scene visually stunning cgi character great family movie tight script really enjoyed reminds u growing tough important friend whether real imaginary guide u along way make transition adulthood easier,1,original,medium
absolutely dirty restaurant seen life every table absolutely ridiculous trash food every square inch took mine go scared eat know kitchen would look like nasty,0,original,medium
movie review greatest showman michael gracey magical musical greatest showman caught eye many people making mind bend twist choreography amazing soundtrack fantastic film created december taking performance whole level musical blockbuster grew popular plot movie revolves around making first circus man dream since kid live different form something unique poor make loan bank buy old museum witch plan transform theatre moment whole series event happen main character p barnum gather troop unique people form circus lead fame one thing constantly repeated throughout whole film freedom example philipe carlyle join circus craves taste freedom stuck uptown role need escape bit film full plot twist action keep toe heart jolting scene bring tear p barnum man poor background dream creating something spectacular new role played hugh jackman wife charity barnum woman wealthy family love barnum since kid not care money role played michelle williams philip carlyle associate business played zac efron,2,original,medium
fabulous ever regard sharp acting great casting sumptuous set costume beautifully told heart wrenching story,2,original,medium
fantastic theme inspired dallas zoo compliment spacious also great kid play area crew good must visit visiting near zoo kid love refreshing unique look mc donald,2,original,medium
smallish restaurant fast service kiosk no play area outdoor seating available,1,original,medium
trashy acting trashy plot trashy character,0,original,medium
took half star respect nicepool,2,original,medium
awe inspiring opening sequence feeling fincher esque calibre thriller last long,0,original,medium
loved movie idk sony know make great holiday themed slasher horror made thanksgiving brilliant movie valentine day horror film absolute cinema kill gory thing hold movie bk great really wanted heart eye fan killer reveal,1,original,medium
pretty dark comedy dark moment cast fun bill murray game worth matinee,1,original,medium
book exist maybe could something positive say movie book exist lame netflix adaptation absolutely assault completely wrong tone bit like making musical comedy war peace terrible awful liked might not like book different russo brother really wasted opportunity no dessert next five year straight adaptation tale loop sucked another story,0,original,medium
sat drive thru minute food cold manager extremely rude go elsewhere location horrible,0,original,medium
intense film reminiscent requiem dream grotesque violent commentary hollywood standard beauty obvious jane fonda like heroine tough watch weirdly compelling,1,original,medium
suck consistently make hard overcooked dry food fry never salted tea whack asf,0,original,medium
several time casher order correctly,1,original,medium
love new touch screen menu staff friendly efficient table clean wipe,1,original,medium
good mcdonald branch got order right food pretty hot,1,original,medium
aware always problem branch either order wrong missing key ingredient burger like ketchup example stale meat ingredient high price minute long line etc broke camel back customer would skip drive thru line speaking mcdonald manager told nothing bad area sure ghetto employee ghetto customer better drive couple mile either way come,0,original,medium
thought itd fun tongue cheek action movie instead unnecessarily bloody wait movie disappointing best,0,original,medium
thought movie cute relationship zendaya zac efron detracted movie whole could cut scene nobody would miss relationship needed way plot way less,1,original,medium
ay listen place get star err day week tuesday monday real fry realfries real fry,2,original,medium
start ridiculous scene unbelievable story script bad acting scenery boring fck,0,original,medium
great movie loved focus comedy suspense,1,original,medium
staff put hand friend late night mcdonald,0,original,medium
please review receipt showcasing ordered along picture received disgusting order ever received aside completely incorrect product arrived cold fry soaked oil hard probably sitting outside day sandwich not fully cooked cold drink disgusting never seen anything like not even full,0,original,medium
fun movie good story problem continuity error like pillar change one broken one entire fight history place also like wheel jack design,1,original,medium
good deal app no restroom available not good paying customer service somewhat friendly laugh lot not bad lot extra laughter make wonder super funny wan na laugh ordered large iced coffee good value idea extra ice different mcdonald able pumpkin spiced coffee deal coupon not oh well beat large ice coffee cent tax,1,original,medium
minor mess order,1,original,medium
average mcdonalds get order right time good success rate experience,2,original,medium
terrible mc donald ever staff completely place even,0,original,medium
might awkward movie ever seen,0,original,medium
first watched movie sometime early december kept showing recommended feed netflix preview initially thought simple cute romance movie later found throughout movie fact domestic violence reason giving three star feel like movie fell flat many place left much desired example not like rooftop scene believe not like even prior whole scandal going know felt like bit cringe especially ryle say plainly want sex something effect like say showed relationship initially based lust would instead liked seen ryle lily genuinely fall know tried depict fell really short lily character bit bland well character genuinely enjoyed atlas character thought actor really good job bringing character life ryle good think tried make ryle much play boy instead would liked seen depth ryle sister boyfriend husband seemed bit bogus like really fit well movie way lily sister meet seemed bit place uncohesive also really not like ending think realistic honestly even moving never abusive relationship know abuser time manipulative know pull heart string significant get back relentless pursuing know aunt abusive relationship year would come house kid uncle came looking cry asking forgiveness pulling heart string hard could get back multiple time fact ryle sort give end lily say really seem realistic would liked seen push pull relationship lily fact go back horrible sound lily finally enough gather strength leave think would lot realistic way bit moving however like way framed abuse seemed accident first led lily denial abuse start seeing clarity think movie overall would done much better character development came plausible realistic cohesive storyline well better marketing movie never saw marketing clip going viral netflix preview no idea movie dv,1,original,medium
worst mcdonalds ever waited twenty minute burger almost raw plus no toy happy meal,0,original,medium
utterly predictable implausible horrible folded laundry otherwise tried distract work mark wahlberg fan bad front back anybody seriously think ex girlfriend high school joined spy agency desperate recruit go back old hometown grab ex bar whole premise bad first last,0,original,medium
not even dylan fan loved movie timothée chalamet portrayal learned harmonica guitar voice give spellbinding portrayal musical genius deserving award joan baez actress monica barbaro less able meet challenge edward norton pete seeger revelation portrayed sweet kind environmentally concerned folky mentor street indoor scene seemed authentic time spotlight tension cuban missile crisis good see dylan blew hole traditionalist view time folk music white man acoustic guitar festival made want seek original footage hear dylan top eye opening movie music fan even not bob dylan acolyte might lean way movie,2,original,medium
normally would rate star lately location lot staff coordination left today asked pancake sausage added bacon forgot add sausage way normally come order get work surprise paid extra something missing order place food fine coordination employee supervisor need improve lot,0,original,medium
average place purchase fast food,1,original,medium
dining room clean staff friendly prompt,1,original,medium
great sk adaptation decent one hilariously awful one fall none category barely decent excellent acting idris matthew tom taylor small part beautiful katheryn winnick read saga dark tower roland adventure know deep disturbing imaginative adventurous story hour movie justice still poorly adapted cliff note version worth time,1,original,medium
ridiculously sleazy got hot bothered,1,original,medium
nothing happens hour movie lot sex going not believe best movie award,1,original,medium
watch japanese animation even seem well stabilized look like made technology like one used knight zodiac redeeming quality script though know faithful book get lost not done real world actor,0,original,medium
blessya let get along mcdonald giving back teenager place stay hard let live love homeless trying staying clean amen grace keep moving smile sister m rose peace,2,original,medium
bridget jones back glory day bringing u back hilarious scenario romance dealing loss expressed well really get audience emotional change tone needed instalment little similar welcomed change make movie better overall,1,original,medium
scott derrickson blessed u absolute marvel gorge thrilling long range scenery plot smoothness action romance suspense rounder love watching anya taylor joy general menu believe beautiful movie really compare two movie completely different savour menu adorable cherish voice accent beauty whiplash king mile teller ate role lead charming ever deserves seen action thriller movie thanks filmmaker put two gem together introduced u treasure duo looked phenomenal couple agent perspective chilling scene inside gorge kept edge climax movie made anxious yet enthusiastic time somewhere music could intriguing matter much actor entertaining would sincerely like send regard gratitude whole crew made movie possible,1,original,medium
amazing movie raw emotional absorbing beautifully told draw start never let go highly recommend well done involved robbie honest getting must watch movie even not fan,2,original,medium
drive line extremely slow second lane lit wait anyone sat waiting finally gave went go lane go ba k around building time got car ahead,0,original,medium
parking lot one worst spot way narrow cramped,0,original,medium
employee sitting table door locked store closed hour mcdonalds pretty sure locked full,0,original,medium
kid love indoor playground whole place sticky sweaty stinky know wrong c lot people could reason keep kid close time,2,original,medium
poor acting except denzel no emotion character lead character bland cliche lined unbelievable cgi terrible like cartoon creature unrealistic silly movie totally predictable campy hated,0,original,medium
rude female employee look like didnt wanted work,0,original,medium
not bad well acted not super interesting story much inside studio tight action broader story tell missed,1,original,medium
fast never rude employee keep coming,2,original,medium
know terrible rating liked,1,original,medium
used mac morning,1,original,medium
love coffee big mc,2,original,medium
experience ok forgot little thing order like straw iced tea cream sugar requested wifi not available like stated searching wifi no mcdonals wifi instead wired name like ebos connection not allow simple web browsing mcdonalds thats near universal studio place ok,0,original,medium
located sasebo harbour get burger cooldrinks etc place restricted common located jfns premise,1,original,medium
worth watch amid sea bad horror film late night talk show host verge losing career invite possessed girl doctor onstage raise rating enjoyed owl motif late night tv mascot connection actual bohemian grove ritual meant worship evil moloch among pagan god acting nothing get excited everything felt staged not supposed case supposed feel possession real aside plenty worse horror film one waste time,1,original,medium
definitely thriller lot killing bloodshed,2,original,medium
amazing shadow awesome,2,original,medium
looking recent pov horror picture violent nature presence would nice double feature however feel presence take note violent nature rewarding audience waiting something happen follow along protagonist may also antagonist,1,original,medium
always great good customer service good fast food,2,original,medium
gerard butler sturdy action star movie delivers plenty thrill chill worth watch,1,original,medium
coming someone would labeled freak movie make cry not feel alone world know sound horrifically dramatic today everyone think different no clue movie show freak able make money back government would pay people work get hired called inadequacy grateful live america blessed opportunity life fair nope could worse,2,original,medium
think review fake believe slow rubbish not bot,0,original,medium
automated kiosk horrible store supposed fully automated probably reason work mcdonalds really look process solve worker mercy inferior technology go mcdonalds instructed use kiosk working working customer instructs not use one facing broken instead use one side process ordering kiosk slow cumbersome coupon wanted use first add item scan coupon voila double order okay bad not understanding system remove item add another item take cart reason say want add thing finalize order try check no way edit order select go okay no big deal choose table voila error please see cashier talk mcdonalds attendant tell could find order pay front time see people sadly yelling mcdonalds worker messing really automated system work not people mcnuggets okay warm verge dry fry okay looked like awhile fill top soda good felt bad worker since seems biggest issue problem kiosk order sent worker,0,original,medium
pretty good def tense crazy moment one better horror movie seen awhile,1,original,medium
always get food fresh never mind waiting location convenient always clean well maintained inside gave star staff hit miss time nice crew go sometimes,1,original,medium
movie exist promote night shyamalan daughter track composed lousy cheesy lacking imagination hook acting place worst shyamalan plot point silly everything happens writer wanted questionable editing filming decision,0,original,medium
not enough staff accommodate clientele,0,original,medium
went drive failed check order getting road twice given wrong order third time charm pledging not go mcd,0,original,medium
bleach mc double,0,original,medium
no answer phono,0,original,medium
misha crew awsome first sd nugget strong noooo nugget strong thank guy,2,original,medium
worst mcdonald ever place epitome bad customer service charge extra additional ketchup not offer free refill tiny portion dining room open close dining room one time went order something around unable find seating people laptop hogging booth not ordering anything taking space mcdonalds staff nothing complained no seating mcdonalds offer free refill medium large drink not one one time asked manager free refill rude dismissive not ideal place dine still convenient order coffee though,0,original,medium
movie not possessed hand puppet crazy bully nursing home john lithgow play part perfectly good stuff,1,original,medium
taut intense environmental thriller lot say abuse power corporate greed misconduct expense environment dark truth focus happens corporation try cover widespread water pollution sickness caused south america,2,original,medium
absolutely criminal not playing theater best bridget sequel far incredibly poignant depiction grief course lot laugh added bonus daniel cleaver returning highly highly recommend bridget fan non bridget fan,2,original,medium
worst experience waiting dining room full covid last min no help manager two employee sitting phone not one person enknowledge anyone waiting food asked anyone order number waiting trying push people food waiting min walked passed tryin,0,original,medium
slowest mcdonald around game modern layout make easy pas time particularly like touch screen head head game play daughter blast food delivered table eating restaurant bathroom clean easy access traveling needing grab quick bite eat,1,original,medium
starting not trust golden arch period second fresh cooky issa yes treatsonly,2,original,medium
slightly uneven comedy crime drama centered around family confused first time period set retro early look feel film scene later becomes clear set present era make curious director drew inspiration crime drama yesteryear one slight quentin tarantino feel scene involving actor bill murray pete davidson pair gunman not great film provides laugh think favorite laughable scene well audience one involving pair super annoying neighbor upper class neighborhood,0,original,medium
kid inside delighted watching thanks creating heartwarming movie,2,original,medium
wonderfully cheesy stumbled across tv couple week ago found hooked hulk hogan jim varney movie one film would describe bad good,0,original,medium
slow serf,1,original,medium
star studded cast brings home bacon classic,0,original,medium
good place grab burger,2,original,medium
husband twitching seat end praying end disappointed loved cast found movie blah,0,original,medium
fast service little line,2,original,medium
timothee good film tell hard work put honest feel like snubbed oscar love film think beautiful boy best work yet young man bright future,2,original,medium
loyal police dog owner human police officer injured together duty operation not make sense nm dog man born,2,original,medium
got good breakfast whole famz good price haha app made enuff point get free big mac haha,2,original,medium
review captain america brave new world bland bloated mess marvel officially lost plot brave new world sam wilson defining moment captain america instead lifeless corporate product stuffed pointless subplots weak villain setup future mcu project no one asked story convoluted mess centered around adamantium political intrigue never go anywhere sam spends time doubting actually captain america even anthony mackie best script give nothing work harrison ford president ross feel wasted bucky barnes barely even show action generic cgi atrocious final battle look like playstation cutscene hand hand combat captain america staple clunky uninspired like watching rushed disney episode big screen movie one job make u believe sam wilson cap instead shove aside lazy writing endless franchise setup brave new world bad waste time final score marvel soulless,0,original,medium
took long develop character sex drug usage needed dark theme dont feel anymore enlightened went theater anora actress incredible job portrayal lead female,0,original,medium
super fast service,2,original,medium
quite confusing movie put everything together fun movie kept guessing not,1,original,medium
p purchased two five fish something fish look like something stringy like plastic not sure tried call restaurant several time no one never answer still answered,0,original,medium
could give move negative star would long time fan dark tower franchise movie not dark tower movie awful acting script chaotic made no sense explained many place choice actor idris elba not roland deschain mathew mcconaughey not walter dim spirit franchise hope stephen king disowned never seen spoken,0,original,medium
movie got great rating puzzle acting really unnatural top like mexican telenovela granted visually pleasant narratively director made effort truthful novel feel look like manufactured theater little no desire authenticity realism historical accuracy sadly constant modern filmography word processed food fresh table taste disappointed ok burger fry go ahead brain might get daily dose dopamine,0,original,medium
awesome hawaiian breakfast avail well normal mcdonald menu give pineapple,2,original,medium
better steve carell horton heard movie better return neverland,1,original,medium
not terrible not amazing lot promise beginning sort fell flat half way creature cool though,1,original,medium
assassin creed incredibly interesting concept star cast brilliantly mix together phenomenal performance overall movie breath fresh air standard marvel movie despite pacing issue well done sci fi action flick take incredible ride,1,original,medium
silly stupid unfunny surprisingly mildly entertaining,0,original,medium
good costumer service,2,original,medium
good high level,1,original,medium
believe best hellboy would love see second movie made,2,original,medium
worst experience asked regular size coffee get window handed small asked woman regular rudely said yes questioned two time asked many size coffee said small medium large asked one one holding said small charged said told asked regular would medium drove also asked splendas creamer side received regular sugar creamer top coffee full coffee ground point spitting little plus piece plastic never,0,original,medium
dirty awful smell,0,original,medium
could not wait see film not disappoint sebastian stan much range hope get academy award nomination,2,original,medium
lady drive thru window rude angry no reason cancelled order drove away lady would answer one word answer not even polite drove burgerking across street treated nicely order completed no problem childish employee,0,original,medium
big mac big mac ever life meat hot,2,original,medium
one best movie musical modern time great song great story great performance great message great movie,2,original,medium
minute waiting cheeseburger fry approach one senior employee reply attitude definitely never stopping,0,original,medium
pretty fast food cooked,1,original,medium
movie got reviewed badly no idea acting awesome story telling captivating filmography amazing see idea inspiration derived not take away creativity film imo wait installment,2,original,medium
no couple safe heart eye american romantic comedy slasher film directed josh ruben kitchen knife not bad not favourite either winking face ok feel mixed one winking face recommend like genre not probably give miss thumb medium light skin tone thumb medium light skin tone heart eye killer strike seattle pair co worker pulling overtime valentine day mistaken couple elusive couple hunting killer must spend romantic night year running life,1,original,medium
no drive thru,0,original,medium
no order covid sure number u,0,original,medium
